Building ID,Building Name,Location,Description,Date,Energy Consumption (kWh),Occupancy (People),Carbon Emissions (kg CO2),HVAC Usage (Hours),Renewable Energy Contribution (%),Water Usage (Gallons),Outdoor Temperature (°F),Latitude,Longitude
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2023-12-22,1388.2,177,1499.26,11.0,9.63,1469.28,43,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2023-12-23,702.03,0,758.19,0.0,9.51,0.0,85,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2023-12-24,587.07,0,634.03,0.0,10.8,0.0,74,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2023-12-25,1265.86,159,1367.13,11.0,10.27,1300.98,70,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2023-12-26,991.99,151,1071.35,8.0,10.47,1210.95,85,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2023-12-27,1286.51,122,1389.43,8.0,10.43,892.47,95,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2023-12-28,994.2,120,1073.74,11.0,10.48,931.82,44,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2023-12-29,1102.34,140,1190.52,11.0,10.32,1049.48,79,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2023-12-30,626.14,0,676.23,0.0,9.2,0.0,54,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2023-12-31,796.14,0,859.83,0.0,9.53,0.0,62,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-01,999.44,178,1079.4,9.0,10.54,1459.5,35,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-02,1143.33,132,1234.8,8.0,10.23,1114.0,85,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-03,1269.07,151,1370.6,8.0,10.94,1280.17,30,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-04,1100.55,178,1188.6,10.0,10.16,1494.65,96,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-05,1349.65,159,1457.62,8.0,9.68,1380.9,98,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-06,640.69,0,691.94,0.0,9.74,0.0,55,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-07,702.55,0,758.75,0.0,10.23,0.0,76,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-08,1075.53,127,1161.58,8.0,10.77,1045.63,85,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-09,1097.24,168,1185.01,11.0,10.69,1456.61,38,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-10,1081.08,165,1167.56,9.0,10.68,1380.32,72,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-11,1332.69,159,1439.31,8.0,10.09,1395.3,70,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-12,1409.95,122,1522.74,8.0,9.26,1020.11,45,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-13,811.52,0,876.44,0.0,9.43,0.0,68,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-14,818.12,0,883.57,0.0,10.47,0.0,94,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-15,1243.37,150,1342.84,9.0,10.13,1245.33,69,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-16,1379.19,158,1489.53,11.0,9.32,1254.28,82,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-17,964.48,134,1041.64,10.0,10.98,986.06,71,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-18,1152.72,168,1244.93,8.0,10.11,1406.65,81,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-19,1255.67,131,1356.13,9.0,10.57,1059.37,67,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-20,577.51,0,623.71,0.0,10.52,0.0,100,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-21,790.77,0,854.03,0.0,9.4,0.0,46,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-22,1136.61,139,1227.54,8.0,9.61,1195.77,54,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-23,1438.24,142,1553.3,9.0,10.44,1223.74,83,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-24,1244.66,143,1344.23,9.0,10.39,1030.34,78,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-25,1257.4,141,1358.0,11.0,9.19,1147.9,52,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-26,1190.87,158,1286.14,8.0,10.16,1279.54,68,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-27,737.47,0,796.47,0.0,10.21,0.0,81,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-28,807.84,0,872.46,0.0,9.54,0.0,100,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-29,1199.16,124,1295.1,8.0,9.67,1048.52,30,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-30,1299.69,167,1403.66,10.0,9.88,1241.8,68,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-01-31,1117.53,146,1206.94,8.0,9.44,1190.95,66,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-01,1313.12,179,1418.17,11.0,10.29,1409.45,56,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-02,1265.37,167,1366.59,8.0,9.82,1426.8,85,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-03,686.54,0,741.47,0.0,10.14,0.0,71,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-04,629.13,0,679.46,0.0,9.72,0.0,89,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-05,972.57,121,1050.38,11.0,9.55,971.5,86,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-06,1103.39,176,1191.66,9.0,9.86,1512.96,86,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-07,1364.13,131,1473.26,11.0,9.92,1044.43,57,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-08,1024.07,124,1106.0,10.0,9.99,979.47,95,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-09,1310.16,165,1414.98,8.0,10.22,1223.73,90,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-10,792.4,0,855.79,0.0,10.31,0.0,51,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-11,595.86,0,643.53,0.0,9.11,0.0,40,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-12,1085.62,134,1172.47,11.0,9.5,1023.11,66,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-13,1324.51,146,1430.47,11.0,9.13,1165.1,95,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-14,976.13,123,1054.23,11.36320862922679,9.28,990.38,72,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-15,1157.33,140,1249.91,11.0,9.04,1156.69,41,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-16,1422.43,153,1536.22,11.0,9.1,1204.12,60,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-17,650.93,0,703.0,0.0,10.46,0.0,69,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-18,649.88,0,701.87,0.0,10.31,0.0,58,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-19,1231.36,147,1329.87,11.0,10.22,1140.6,55,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-20,1014.77,129,1095.95,8.0,9.5,1104.37,48,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-21,1229.39,302,1327.74,8.0,10.72,1261.83,33,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-22,992.48,162,1071.88,10.0,9.16,1285.19,35,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-23,1192.65,129,1288.07,11.0,10.7,1066.89,61,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-24,709.14,0,765.87,0.0,9.82,0.0,90,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-25,733.08,0,791.73,0.0,9.12,0.0,39,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-26,1347.07,147,1454.84,8.0,10.57,1105.76,88,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-27,1084.14,129,1170.87,9.0,10.51,1036.0,83,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-28,1058.34,172,1143.01,11.0,10.74,1304.12,54,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-02-29,1176.59,179,1270.72,11.0,9.05,1307.47,79,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-01,1182.69,174,1277.3,10.0,10.0,1282.16,93,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-02,765.15,0,826.36,0.0,10.64,0.0,81,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-03,799.38,0,863.33,0.0,10.93,0.0,61,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-04,1211.2,137,1308.09,11.0,10.16,1125.5,48,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-05,1343.0,143,1450.44,11.0,10.07,1065.74,30,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-06,1294.03,167,1397.55,9.0,10.71,1444.52,43,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-07,1092.91,179,1180.35,8.0,9.4,1341.56,84,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-08,1389.12,159,1500.24,8.0,9.88,1301.33,58,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-09,600.04,0,648.04,0.0,10.76,0.0,52,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-10,721.5,0,779.22,0.0,10.93,0.0,96,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-11,1432.37,160,1546.96,10.0,9.33,1377.77,89,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-12,1165.2,129,1258.41,8.0,10.12,1037.66,36,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-13,1305.29,173,1409.71,8.0,10.46,1297.48,61,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-14,1371.92,169,1481.68,10.0,10.42,1301.8,45,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-15,1186.16,169,1281.05,9.0,9.72,1350.44,88,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-16,814.54,0,879.7,0.0,9.67,0.0,47,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-17,781.06,0,843.54,0.0,10.65,0.0,89,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-18,1075.14,128,1161.15,9.0,9.9,1074.96,97,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-19,1272.55,157,1374.35,9.0,10.68,1248.79,70,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-20,1429.97,158,1544.37,8.0,10.35,1219.79,86,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-21,1289.44,124,1392.59,8.0,10.71,937.87,94,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-22,1361.78,136,1470.72,10.0,10.39,1090.75,84,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-23,663.93,0,717.04,0.0,9.43,0.0,100,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-24,663.54,0,716.62,0.0,10.31,0.0,87,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-25,1378.18,165,1488.43,11.0,10.33,1256.72,50,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-26,1395.45,160,1507.09,10.0,9.22,1266.45,90,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-27,1180.97,171,1275.45,10.0,9.76,1498.45,87,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-28,1013.15,145,1094.2,8.0,10.48,1256.99,63,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-29,1094.42,171,1181.97,9.0,10.82,1437.48,61,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-30,807.81,0,872.44,0.0,9.04,0.0,65,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-03-31,785.28,0,848.1,0.0,9.61,0.0,96,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-01,1095.13,172,1182.74,8.0,10.41,1387.2,92,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-02,1006.34,134,1086.84,8.0,9.94,1029.39,60,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-03,1247.21,137,1346.99,9.0,10.49,996.95,65,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-04,1393.39,171,1504.86,10.0,10.19,1475.33,86,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-05,1048.96,124,1132.88,8.0,10.59,899.68,39,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-06,743.85,0,803.36,0.0,10.99,0.0,66,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-07,726.18,0,784.27,0.0,9.13,0.0,60,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-08,1247.51,126,1347.31,8.0,10.82,1042.11,64,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-09,1358.06,172,1466.7,10.0,10.03,1356.85,72,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-10,1112.13,146,1201.11,11.0,10.2,1259.69,70,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-11,1172.82,156,1266.65,10.0,10.18,1298.58,99,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-12,1073.97,150,1159.89,8.0,9.77,1197.04,40,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-13,763.84,0,824.95,0.0,10.9,0.0,47,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-14,790.16,0,853.37,0.0,10.01,0.0,49,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-15,994.05,135,1073.57,9.0,9.94,981.86,59,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-16,1027.21,136,1109.39,11.0,9.66,1084.09,79,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-17,1054.13,156,1138.46,9.0,9.41,1252.14,49,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-18,962.64,120,1039.65,8.0,9.07,884.74,57,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-19,1122.65,168,1212.47,10.0,10.03,1288.49,38,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-20,844.35,0,911.89,0.0,9.79,0.0,83,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-21,753.72,0,814.01,0.0,9.23,0.0,82,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-22,1203.56,172,1299.84,9.0,10.4,1511.62,72,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-23,1023.11,136,1104.96,9.0,9.84,1068.64,99,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-24,1395.65,162,1507.31,10.0,9.62,1379.93,89,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-25,1418.43,169,1531.9,8.0,10.27,1230.63,83,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-26,1083.65,123,1170.34,10.0,10.37,908.13,37,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-27,686.55,0,741.47,0.0,9.91,0.0,56,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-28,610.86,0,659.72,0.0,9.84,0.0,83,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-29,994.08,124,1073.61,9.0,10.88,1025.44,79,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-04-30,1285.76,141,1388.62,10.0,9.02,1158.7,32,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-01,1398.38,156,1510.25,11.0,10.45,1153.29,78,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-02,1393.18,123,1504.63,10.0,9.28,887.9,91,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-03,1162.58,137,1255.58,9.0,10.15,995.99,30,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-04,611.42,0,660.34,0.0,10.12,0.0,75,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-05,786.0,0,848.88,0.0,10.3,0.0,68,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-06,1292.4,145,1395.79,10.0,9.55,1115.06,79,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-07,1338.71,146,1445.81,11.0,10.64,1251.53,83,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-08,1399.98,145,1511.98,9.0,10.16,1130.11,98,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-09,1248.52,162,1348.4,10.0,9.75,1209.65,99,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-10,1166.65,128,1259.99,11.0,9.69,953.23,58,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-11,583.33,0,630.0,0.0,10.29,0.0,92,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-12,674.09,0,728.02,0.0,9.14,0.0,58,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-13,1109.38,160,1198.14,10.0,9.73,1207.78,64,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-14,1434.26,147,1549.0,10.0,9.28,1172.61,85,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-15,973.22,150,1051.08,11.0,9.77,1089.36,92,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-16,974.86,143,1052.85,8.0,9.05,1202.62,33,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-17,1180.09,137,1274.5,11.0,9.23,1195.94,79,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-18,666.42,0,719.74,0.0,10.78,0.0,73,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-19,814.09,0,879.22,0.0,10.97,0.0,81,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-20,1421.35,143,1535.05,9.0,9.68,1153.47,51,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-21,1033.99,153,1116.71,10.0,10.52,1305.68,89,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-22,1171.41,138,1265.12,9.0,9.39,1006.33,46,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-23,1124.38,136,1214.33,11.0,10.12,1054.77,98,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-24,1238.62,128,1337.71,9.0,10.25,1021.73,33,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-25,691.71,0,747.05,0.0,10.99,0.0,80,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-26,755.54,0,815.98,0.0,10.14,0.0,33,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-27,1056.63,143,1141.16,8.0,9.95,1153.84,40,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-28,1069.32,177,1154.87,11.0,10.44,1425.46,84,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-29,1377.59,127,1487.79,11.0,9.25,1075.78,47,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-30,1092.37,172,1179.76,11.0,9.3,1365.73,89,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-05-31,1430.87,149,1545.34,11.0,10.18,1162.28,53,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-01,658.31,0,710.97,0.0,9.41,0.0,36,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-02,687.32,0,742.31,0.0,10.02,0.0,63,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-03,1237.09,171,1336.06,11.0,9.82,1457.61,78,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-04,1326.97,154,1433.13,11.0,9.4,1135.72,71,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-05,1369.9,146,1479.49,11.0,10.79,1065.79,57,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-06,1384.06,146,1494.79,10.0,10.25,1267.6,88,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-07,969.18,148,1046.71,10.0,10.45,1229.59,71,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-08,614.72,0,663.89,0.0,9.6,0.0,73,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-09,807.68,0,872.29,0.0,9.56,0.0,78,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-10,1419.58,120,1533.14,11.0,10.35,1023.07,65,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-11,1101.42,120,1189.53,10.0,10.67,1006.17,83,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-12,1028.57,165,1110.85,11.0,10.32,1390.25,62,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-13,1366.04,156,1475.33,8.0,9.98,1142.58,40,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-14,1155.62,144,1248.07,8.0,9.7,1062.37,90,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-15,808.77,0,873.47,0.0,10.9,0.0,32,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-16,851.07,0,919.16,0.0,10.05,0.0,99,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-17,996.89,150,1076.65,11.0,10.41,1092.05,36,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-18,994.99,144,1074.59,9.0,9.46,1101.54,74,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-19,1345.67,175,1453.33,9.0,10.81,1350.02,58,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-20,1188.69,133,1283.78,10.0,10.96,1086.02,38,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-21,1131.75,158,1222.29,8.0,10.78,1264.78,35,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-22,705.41,0,761.85,0.0,10.17,0.0,33,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-23,596.67,0,644.41,0.0,10.37,0.0,61,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-24,1302.7,169,1406.91,11.0,10.11,1357.45,55,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-25,1028.58,166,1110.87,9.0,9.99,1270.7,32,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-26,1024.24,157,1106.18,8.0,10.5,1210.18,49,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-27,960.06,150,1036.87,8.0,9.55,1249.67,60,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-28,990.09,170,1069.3,8.0,9.49,1425.53,46,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-29,667.09,0,720.45,0.0,9.2,0.0,90,34.0522,-118.2437
2,Building B,Los Angeles,Old office building with high maintenance requirements.,2024-06-30,653.87,0,706.18,0.0,10.69,0.0,44,34.0522,-118.2437
